algorithm,time_elapsed,coverage_type,category,mean,std,min,max,sample_size
collaborative,116,branch,large,88.64645255495468,15.973601762776944,0,100,125
collaborative,118,branch,global,88.51028794779008,16.08091296851301,0,100,127
collaborative,118,branch,small,80,20,60,100,2
collaborative,118,branch,large,88.6464525549547,15.973601762776955,0,100,125
collaborative,120,branch,global,88.51028794779008,16.08091296851301,0,100,127
collaborative,120,branch,small,80,20,60,100,2
collaborative,120,branch,large,88.6464525549547,15.973601762776951,0,100,125
collaborative,122,branch,global,88.51028794779009,16.080912968513015,0,100,127
collaborative,122,branch,small,80,20,60,100,2
collaborative,122,branch,large,88.64645255495472,15.973601762776953,0,100,125
collaborative,124,branch,global,88.51028794779006,16.08091296851301,0,100,127
collaborative,124,branch,small,80,20,60,100,2
collaborative,124,branch,large,88.64645255495469,15.973601762776951,0,100,125
collaborative,126,branch,global,88.51238210091456,16.075186762691295,0,100,127
collaborative,126,branch,small,80,20,60,100,2
collaborative,126,branch,large,88.64858021452918,15.967726676519362,0,100,125
collaborative,128,branch,global,88.51238210091454,16.07518676269128,0,100,127
collaborative,128,branch,small,80,20,60,100,2
collaborative,128,branch,large,88.64858021452916,15.967726676519353,0,100,125
collaborative,130,branch,global,88.65554602360601,15.974132445827593,0,100,127
collaborative,130,branch,small,80,20,60,100,2
collaborative,130,branch,large,88.7940347599837,15.86309550981836,0,100,125
collaborative,132,branch,global,88.65554602360604,15.974132445827586,0,100,127
collaborative,132,branch,small,80,20,60,100,2
collaborative,132,branch,large,88.79403475998373,15.863095509818365,0,100,125
collaborative,134,branch,global,88.6801523228186,15.958687225329752,0,100,127
collaborative,134,branch,small,80,20,60,100,2
collaborative,134,branch,large,88.81903475998371,15.84707430670681,0,100,125
collaborative,136,branch,global,88.6801523228186,15.958687225329756,0,100,127
collaborative,136,branch,small,80,20,60,100,2
collaborative,136,branch,large,88.81903475998371,15.847074306706812,0,100,125
collaborative,138,branch,global,88.70699555832326,15.94042209852293,0,100,127
collaborative,138,branch,small,80,20,60,100,2
collaborative,138,branch,large,88.84630748725644,15.828146240983427,0,100,125
collaborative,140,branch,global,88.72542658777793,15.922159514944429,0,100,127
collaborative,140,branch,small,80,20,60,100,2
collaborative,140,branch,large,88.86503341318237,15.809294325343116,0,100,125
collaborative,142,branch,global,88.7254265877779,15.922159514944422,0,100,127
collaborative,142,branch,small,80,20,60,100,2
collaborative,142,branch,large,88.86503341318236,15.809294325343108,0,100,125
collaborative,144,branch,global,88.72542658777793,15.922159514944429,0,100,127
collaborative,144,branch,small,80,20,60,100,2
collaborative,144,branch,large,88.86503341318236,15.80929432534311,0,100,125
collaborative,146,branch,global,88.72542658777792,15.922159514944429,0,100,127
collaborative,146,branch,small,80,20,60,100,2
collaborative,146,branch,large,88.86503341318236,15.80929432534311,0,100,125
collaborative,148,branch,global,88.7254265877779,15.92215951494442,0,100,127
collaborative,148,branch,small,80,20,60,100,2
collaborative,148,branch,large,88.86503341318236,15.809294325343107,0,100,125
collaborative,150,branch,global,88.76292190086377,15.926237741572981,0,100,127
collaborative,150,branch,small,80,20,60,100,2
collaborative,150,branch,large,88.9031286512776,15.813130323943104,0,100,125
collaborative,152,branch,global,88.76292190086379,15.926237741572972,0,100,127
collaborative,152,branch,small,80,20,60,100,2
collaborative,152,branch,large,88.90312865127761,15.813130323943108,0,100,125
collaborative,154,branch,global,88.76292190086376,15.926237741572976,0,100,127
collaborative,154,branch,small,80,20,60,100,2
collaborative,154,branch,large,88.90312865127758,15.813130323943104,0,100,125
collaborative,156,branch,global,88.76292190086376,15.926237741572976,0,100,127
collaborative,156,branch,small,80,20,60,100,2
collaborative,156,branch,large,88.90312865127758,15.813130323943101,0,100,125
collaborative,158,branch,global,88.76292190086377,15.926237741572981,0,100,127
collaborative,158,branch,small,80,20,60,100,2
collaborative,158,branch,large,88.9031286512776,15.813130323943103,0,100,125
collaborative,160,branch,global,88.78916862002387,15.931000824103867,0,100,127
collaborative,160,branch,small,80,20,60,100,2
collaborative,160,branch,large,88.92979531794425,15.817767485490872,0,100,125
collaborative,162,branch,global,88.78916862002387,15.931000824103863,0,100,127
collaborative,162,branch,small,80,20,60,100,2
collaborative,162,branch,large,88.92979531794425,15.817767485490865,0,100,125
collaborative,164,branch,global,88.78916862002389,15.931000824103862,0,100,127
collaborative,164,branch,small,80,20,60,100,2
collaborative,164,branch,large,88.92979531794427,15.817767485490867,0,100,125
